Epoch= 0, Minibatch Loss= 18.335670, Training Accuracy= 0.22000
Epoch= 2511, Minibatch Loss= 8.213269, Training Accuracy= 0.34000
Epoch= 2512, Minibatch Loss= 8.771573, Training Accuracy= 0.24000
Epoch= 2513, Minibatch Loss= 7.480183, Training Accuracy= 0.38000
Epoch= 2514, Minibatch Loss= 6.817086, Training Accuracy= 0.22000
Epoch= 2515, Minibatch Loss= 7.400650, Training Accuracy= 0.24000
Epoch= 2516, Minibatch Loss= 8.150522, Training Accuracy= 0.28000
Epoch= 2517, Minibatch Loss= 8.042287, Training Accuracy= 0.28000
Epoch= 2518, Minibatch Loss= 8.662456, Training Accuracy= 0.26000
Epoch= 2519, Minibatch Loss= 9.441000, Training Accuracy= 0.20000
Epoch= 2520, Minibatch Loss= 9.505913, Training Accuracy= 0.16000
Epoch= 2521, Minibatch Loss= 7.957662, Training Accuracy= 0.32000
Epoch= 2522, Minibatch Loss= 9.519346, Training Accuracy= 0.20000
Epoch= 2523, Minibatch Loss= 7.864463, Training Accuracy= 0.24000
Epoch= 2524, Minibatch Loss= 9.641141, Training Accuracy= 0.18000
Epoch= 2525, Minibatch Loss= 8.489040, Training Accuracy= 0.30000
Epoch= 2526, Minibatch Loss= 9.620197, Training Accuracy= 0.30000
Epoch= 2527, Minibatch Loss= 10.138906, Training Accuracy= 0.20000
Epoch= 2528, Minibatch Loss= 9.000301, Training Accuracy= 0.26000
Epoch= 2529, Minibatch Loss= 8.171026, Training Accuracy= 0.14000
Epoch= 2530, Minibatch Loss= 10.897017, Training Accuracy= 0.12000
Epoch= 2531, Minibatch Loss= 9.968919, Training Accuracy= 0.22000
Epoch= 2532, Minibatch Loss= 8.860378, Training Accuracy= 0.28000
Epoch= 2533, Minibatch Loss= 7.838161, Training Accuracy= 0.24000
Epoch= 2534, Minibatch Loss= 7.235138, Training Accuracy= 0.30000
Epoch= 2535, Minibatch Loss= 8.591028, Training Accuracy= 0.20000
Epoch= 2536, Minibatch Loss= 7.902653, Training Accuracy= 0.24000
Epoch= 2537, Minibatch Loss= 5.161251, Training Accuracy= 0.26000
Epoch= 2538, Minibatch Loss= 9.738873, Training Accuracy= 0.22000
Epoch= 2539, Minibatch Loss= 8.481492, Training Accuracy= 0.24000
Epoch= 2540, Minibatch Loss= 8.379949, Training Accuracy= 0.22000
Epoch= 2541, Minibatch Loss= 7.883408, Training Accuracy= 0.30000
Epoch= 2542, Minibatch Loss= 8.192979, Training Accuracy= 0.26000
Epoch= 2543, Minibatch Loss= 6.632889, Training Accuracy= 0.24000
Epoch= 2544, Minibatch Loss= 9.636449, Training Accuracy= 0.20000
Epoch= 2545, Minibatch Loss= 7.318579, Training Accuracy= 0.18000
Epoch= 2546, Minibatch Loss= 9.490024, Training Accuracy= 0.24000
Epoch= 2547, Minibatch Loss= 7.914058, Training Accuracy= 0.30000
Epoch= 2548, Minibatch Loss= 9.545439, Training Accuracy= 0.18000
Epoch= 2549, Minibatch Loss= 8.946849, Training Accuracy= 0.16000
Epoch= 2550, Minibatch Loss= 7.703090, Training Accuracy= 0.30000
Epoch= 2551, Minibatch Loss= 7.414649, Training Accuracy= 0.24000
Epoch= 2552, Minibatch Loss= 7.968748, Training Accuracy= 0.26000
Epoch= 2553, Minibatch Loss= 7.228638, Training Accuracy= 0.36000
Epoch= 2554, Minibatch Loss= 7.098291, Training Accuracy= 0.30000
Epoch= 2555, Minibatch Loss= 8.889919, Training Accuracy= 0.26000
Epoch= 2556, Minibatch Loss= 8.830716, Training Accuracy= 0.20000
Epoch= 2557, Minibatch Loss= 8.497512, Training Accuracy= 0.12000
Epoch= 2558, Minibatch Loss= 8.110237, Training Accuracy= 0.28000
Epoch= 2559, Minibatch Loss= 6.128584, Training Accuracy= 0.34000
Epoch= 2560, Minibatch Loss= 8.268899, Training Accuracy= 0.40000
Epoch= 2561, Minibatch Loss= 8.597133, Training Accuracy= 0.28000
Epoch= 2562, Minibatch Loss= 7.882396, Training Accuracy= 0.24000
Epoch= 2563, Minibatch Loss= 8.756869, Training Accuracy= 0.16000
Epoch= 2564, Minibatch Loss= 9.474673, Training Accuracy= 0.22000
Epoch= 2565, Minibatch Loss= 8.209413, Training Accuracy= 0.30000
Epoch= 2566, Minibatch Loss= 8.076302, Training Accuracy= 0.22000
Epoch= 2567, Minibatch Loss= 8.754896, Training Accuracy= 0.24000
Epoch= 2568, Minibatch Loss= 9.508924, Training Accuracy= 0.20000
Epoch= 2569, Minibatch Loss= 7.687609, Training Accuracy= 0.32000
Epoch= 2570, Minibatch Loss= 7.806250, Training Accuracy= 0.28000
Epoch= 2571, Minibatch Loss= 7.665968, Training Accuracy= 0.30000
Epoch= 2572, Minibatch Loss= 7.679495, Training Accuracy= 0.28000
Epoch= 2573, Minibatch Loss= 8.479029, Training Accuracy= 0.18000
Epoch= 2574, Minibatch Loss= 7.528527, Training Accuracy= 0.20000
Epoch= 2575, Minibatch Loss= 7.668686, Training Accuracy= 0.24000
Epoch= 2576, Minibatch Loss= 7.200539, Training Accuracy= 0.28000
Epoch= 2577, Minibatch Loss= 9.296168, Training Accuracy= 0.14000
Epoch= 2578, Minibatch Loss= 8.472479, Training Accuracy= 0.26000
Epoch= 2579, Minibatch Loss= 9.684042, Training Accuracy= 0.22000
Epoch= 2580, Minibatch Loss= 7.710364, Training Accuracy= 0.28000
Epoch= 2581, Minibatch Loss= 7.349726, Training Accuracy= 0.28000
Epoch= 2582, Minibatch Loss= 7.656235, Training Accuracy= 0.20000
Epoch= 2583, Minibatch Loss= 7.250226, Training Accuracy= 0.30000
Epoch= 2584, Minibatch Loss= 7.667885, Training Accuracy= 0.26000
Epoch= 2585, Minibatch Loss= 9.557423, Training Accuracy= 0.22000
Epoch= 2586, Minibatch Loss= 8.182155, Training Accuracy= 0.22000
Epoch= 2587, Minibatch Loss= 7.626645, Training Accuracy= 0.22000
Epoch= 2588, Minibatch Loss= 9.592948, Training Accuracy= 0.26000
Epoch= 2589, Minibatch Loss= 7.713863, Training Accuracy= 0.18000
Epoch= 2590, Minibatch Loss= 7.421330, Training Accuracy= 0.30000
Epoch= 2591, Minibatch Loss= 9.851212, Training Accuracy= 0.28000
Epoch= 2592, Minibatch Loss= 8.362094, Training Accuracy= 0.20000
Epoch= 2593, Minibatch Loss= 7.080754, Training Accuracy= 0.24000
Epoch= 2594, Minibatch Loss= 6.960043, Training Accuracy= 0.18000
Epoch= 2595, Minibatch Loss= 9.477822, Training Accuracy= 0.18000
Epoch= 2596, Minibatch Loss= 7.399240, Training Accuracy= 0.22000
Epoch= 2597, Minibatch Loss= 8.367845, Training Accuracy= 0.22000
Epoch= 2598, Minibatch Loss= 7.743404, Training Accuracy= 0.20000
Epoch= 2599, Minibatch Loss= 6.031828, Training Accuracy= 0.36000
Epoch= 2600, Minibatch Loss= 9.780851, Training Accuracy= 0.28000
Epoch= 2601, Minibatch Loss= 8.891116, Training Accuracy= 0.26000
Epoch= 2602, Minibatch Loss= 7.506376, Training Accuracy= 0.34000
Epoch= 2603, Minibatch Loss= 5.771020, Training Accuracy= 0.34000
Epoch= 2604, Minibatch Loss= 5.745189, Training Accuracy= 0.36000
Epoch= 2605, Minibatch Loss= 9.050290, Training Accuracy= 0.24000
Epoch= 2606, Minibatch Loss= 8.647394, Training Accuracy= 0.26000
Epoch= 2607, Minibatch Loss= 7.951002, Training Accuracy= 0.20000
Epoch= 2608, Minibatch Loss= 10.116046, Training Accuracy= 0.18000
Epoch= 2609, Minibatch Loss= 8.450268, Training Accuracy= 0.24000
Epoch= 2610, Minibatch Loss= 9.398824, Training Accuracy= 0.14000
Epoch= 2611, Minibatch Loss= 7.988988, Training Accuracy= 0.24000
Epoch= 2612, Minibatch Loss= 9.423761, Training Accuracy= 0.18000
Epoch= 2613, Minibatch Loss= 8.231635, Training Accuracy= 0.24000
Epoch= 2614, Minibatch Loss= 10.715857, Training Accuracy= 0.22000
Epoch= 2615, Minibatch Loss= 6.380151, Training Accuracy= 0.20000
Epoch= 2616, Minibatch Loss= 11.002998, Training Accuracy= 0.18000
Epoch= 2617, Minibatch Loss= 8.156109, Training Accuracy= 0.24000
Epoch= 2618, Minibatch Loss= 9.665102, Training Accuracy= 0.20000
Epoch= 2619, Minibatch Loss= 8.776915, Training Accuracy= 0.30000
Epoch= 2620, Minibatch Loss= 9.209683, Training Accuracy= 0.18000
Epoch= 2621, Minibatch Loss= 7.946805, Training Accuracy= 0.32000
Epoch= 2622, Minibatch Loss= 7.892381, Training Accuracy= 0.32000
Epoch= 2623, Minibatch Loss= 6.195412, Training Accuracy= 0.36000
Epoch= 2624, Minibatch Loss= 7.596967, Training Accuracy= 0.28000
Epoch= 2625, Minibatch Loss= 7.954531, Training Accuracy= 0.16000
Epoch= 2626, Minibatch Loss= 9.619735, Training Accuracy= 0.20000
Epoch= 2627, Minibatch Loss= 7.637115, Training Accuracy= 0.20000
Epoch= 2628, Minibatch Loss= 8.235147, Training Accuracy= 0.28000
Epoch= 2629, Minibatch Loss= 7.475428, Training Accuracy= 0.30000
Epoch= 2630, Minibatch Loss= 6.799150, Training Accuracy= 0.26000
Epoch= 2631, Minibatch Loss= 8.060697, Training Accuracy= 0.26000
Epoch= 2632, Minibatch Loss= 8.458212, Training Accuracy= 0.26000
Epoch= 2633, Minibatch Loss= 8.268813, Training Accuracy= 0.26000
Epoch= 2634, Minibatch Loss= 8.818995, Training Accuracy= 0.24000
Epoch= 2635, Minibatch Loss= 8.662643, Training Accuracy= 0.32000
Epoch= 2636, Minibatch Loss= 8.399247, Training Accuracy= 0.26000
Epoch= 2637, Minibatch Loss= 8.110887, Training Accuracy= 0.26000
Epoch= 2638, Minibatch Loss= 5.824905, Training Accuracy= 0.32000
Epoch= 2639, Minibatch Loss= 7.855517, Training Accuracy= 0.32000
Epoch= 2640, Minibatch Loss= 7.232681, Training Accuracy= 0.26000
Epoch= 2641, Minibatch Loss= 7.820576, Training Accuracy= 0.24000
Epoch= 2642, Minibatch Loss= 8.113776, Training Accuracy= 0.28000
Epoch= 2643, Minibatch Loss= 10.633564, Training Accuracy= 0.20000
Epoch= 2644, Minibatch Loss= 6.966607, Training Accuracy= 0.30000
Epoch= 2645, Minibatch Loss= 7.464141, Training Accuracy= 0.20000
Epoch= 2646, Minibatch Loss= 5.765610, Training Accuracy= 0.36000
Epoch= 2647, Minibatch Loss= 8.220258, Training Accuracy= 0.28000
Epoch= 2648, Minibatch Loss= 7.817517, Training Accuracy= 0.20000
Epoch= 2649, Minibatch Loss= 9.084354, Training Accuracy= 0.16000
Epoch= 2650, Minibatch Loss= 8.073573, Training Accuracy= 0.26000
Epoch= 2651, Minibatch Loss= 8.945768, Training Accuracy= 0.26000
Epoch= 2652, Minibatch Loss= 7.691104, Training Accuracy= 0.18000
Epoch= 2653, Minibatch Loss= 6.906085, Training Accuracy= 0.32000
Epoch= 2654, Minibatch Loss= 7.340378, Training Accuracy= 0.26000
Epoch= 2655, Minibatch Loss= 9.090124, Training Accuracy= 0.28000
Epoch= 2656, Minibatch Loss= 8.850736, Training Accuracy= 0.26000
Epoch= 2657, Minibatch Loss= 8.296744, Training Accuracy= 0.22000
Epoch= 2658, Minibatch Loss= 9.663750, Training Accuracy= 0.20000
Epoch= 2659, Minibatch Loss= 8.830713, Training Accuracy= 0.18000
Epoch= 2660, Minibatch Loss= 8.325867, Training Accuracy= 0.24000
Epoch= 2661, Minibatch Loss= 9.778256, Training Accuracy= 0.20000
Epoch= 2662, Minibatch Loss= 7.812330, Training Accuracy= 0.26000
Epoch= 2663, Minibatch Loss= 6.334329, Training Accuracy= 0.30000
Epoch= 2664, Minibatch Loss= 9.281335, Training Accuracy= 0.16000
Epoch= 2665, Minibatch Loss= 6.786813, Training Accuracy= 0.30000
Epoch= 2666, Minibatch Loss= 9.766677, Training Accuracy= 0.20000
Epoch= 2667, Minibatch Loss= 8.103482, Training Accuracy= 0.22000
Epoch= 2668, Minibatch Loss= 7.321066, Training Accuracy= 0.30000
Epoch= 2669, Minibatch Loss= 7.128857, Training Accuracy= 0.20000
Epoch= 2670, Minibatch Loss= 7.661700, Training Accuracy= 0.20000
Epoch= 2671, Minibatch Loss= 7.829032, Training Accuracy= 0.24000
Epoch= 2672, Minibatch Loss= 8.402211, Training Accuracy= 0.24000
Epoch= 2673, Minibatch Loss= 6.001513, Training Accuracy= 0.40000
Epoch= 2674, Minibatch Loss= 6.781819, Training Accuracy= 0.32000
Epoch= 2675, Minibatch Loss= 9.350652, Training Accuracy= 0.16000
Epoch= 2676, Minibatch Loss= 6.933439, Training Accuracy= 0.36000
Epoch= 2677, Minibatch Loss= 8.570151, Training Accuracy= 0.28000
Epoch= 2678, Minibatch Loss= 7.691041, Training Accuracy= 0.32000
Epoch= 2679, Minibatch Loss= 8.366173, Training Accuracy= 0.26000
Epoch= 2680, Minibatch Loss= 6.157780, Training Accuracy= 0.36000
Epoch= 2681, Minibatch Loss= 10.567775, Training Accuracy= 0.16000
Epoch= 2682, Minibatch Loss= 8.831235, Training Accuracy= 0.20000
Epoch= 2683, Minibatch Loss= 8.272640, Training Accuracy= 0.14000
Epoch= 2684, Minibatch Loss= 7.611071, Training Accuracy= 0.30000
Epoch= 2685, Minibatch Loss= 7.563193, Training Accuracy= 0.28000
Epoch= 2686, Minibatch Loss= 6.597753, Training Accuracy= 0.20000
Epoch= 2687, Minibatch Loss= 6.959551, Training Accuracy= 0.46000
Epoch= 2688, Minibatch Loss= 8.705132, Training Accuracy= 0.12000
Epoch= 2689, Minibatch Loss= 9.244226, Training Accuracy= 0.20000
Epoch= 2690, Minibatch Loss= 8.674075, Training Accuracy= 0.16000
Epoch= 2691, Minibatch Loss= 7.571171, Training Accuracy= 0.28000
Epoch= 2692, Minibatch Loss= 7.687097, Training Accuracy= 0.22000
Epoch= 2693, Minibatch Loss= 8.052864, Training Accuracy= 0.26000
Epoch= 2694, Minibatch Loss= 8.105628, Training Accuracy= 0.30000
Epoch= 2695, Minibatch Loss= 8.393710, Training Accuracy= 0.32000
Epoch= 2696, Minibatch Loss= 7.594188, Training Accuracy= 0.20000
Epoch= 2697, Minibatch Loss= 7.793433, Training Accuracy= 0.34000
Epoch= 2698, Minibatch Loss= 8.858035, Training Accuracy= 0.14000
Epoch= 2699, Minibatch Loss= 8.162760, Training Accuracy= 0.20000
Epoch= 2700, Minibatch Loss= 8.452207, Training Accuracy= 0.32000
Epoch= 2701, Minibatch Loss= 8.058866, Training Accuracy= 0.24000
Epoch= 2702, Minibatch Loss= 6.670676, Training Accuracy= 0.30000
Epoch= 2703, Minibatch Loss= 10.621054, Training Accuracy= 0.24000
Epoch= 2704, Minibatch Loss= 7.310935, Training Accuracy= 0.30000
Epoch= 2705, Minibatch Loss= 7.370281, Training Accuracy= 0.24000
Epoch= 2706, Minibatch Loss= 6.883451, Training Accuracy= 0.24000
Epoch= 2707, Minibatch Loss= 7.467656, Training Accuracy= 0.30000
Epoch= 2708, Minibatch Loss= 8.991195, Training Accuracy= 0.10000
Epoch= 2709, Minibatch Loss= 7.516160, Training Accuracy= 0.24000
Epoch= 2710, Minibatch Loss= 6.739849, Training Accuracy= 0.24000
Epoch= 2711, Minibatch Loss= 9.428644, Training Accuracy= 0.16000
Epoch= 2712, Minibatch Loss= 10.040256, Training Accuracy= 0.24000
Epoch= 2713, Minibatch Loss= 7.470173, Training Accuracy= 0.34000
Epoch= 2714, Minibatch Loss= 9.963421, Training Accuracy= 0.20000
Epoch= 2715, Minibatch Loss= 8.194915, Training Accuracy= 0.20000
Epoch= 2716, Minibatch Loss= 8.366964, Training Accuracy= 0.14000
Epoch= 2717, Minibatch Loss= 8.509053, Training Accuracy= 0.28000
Epoch= 2718, Minibatch Loss= 11.059734, Training Accuracy= 0.16000
Epoch= 2719, Minibatch Loss= 10.121407, Training Accuracy= 0.18000
Epoch= 2720, Minibatch Loss= 7.989488, Training Accuracy= 0.26000
Epoch= 2721, Minibatch Loss= 8.164075, Training Accuracy= 0.20000
Epoch= 2722, Minibatch Loss= 9.455563, Training Accuracy= 0.20000
Epoch= 2723, Minibatch Loss= 6.495021, Training Accuracy= 0.28000
Epoch= 2724, Minibatch Loss= 6.228926, Training Accuracy= 0.44000
Epoch= 2725, Minibatch Loss= 9.212176, Training Accuracy= 0.28000
Epoch= 2726, Minibatch Loss= 6.980525, Training Accuracy= 0.36000
Epoch= 2727, Minibatch Loss= 7.553371, Training Accuracy= 0.26000
Epoch= 2728, Minibatch Loss= 8.322152, Training Accuracy= 0.24000
Epoch= 2729, Minibatch Loss= 8.777883, Training Accuracy= 0.26000
Epoch= 2730, Minibatch Loss= 8.161334, Training Accuracy= 0.16000
Epoch= 2731, Minibatch Loss= 9.390292, Training Accuracy= 0.12000
Epoch= 2732, Minibatch Loss= 8.229140, Training Accuracy= 0.20000
Epoch= 2733, Minibatch Loss= 8.538028, Training Accuracy= 0.22000
Epoch= 2734, Minibatch Loss= 6.343238, Training Accuracy= 0.36000
Epoch= 2735, Minibatch Loss= 9.366854, Training Accuracy= 0.14000
Epoch= 2736, Minibatch Loss= 7.423166, Training Accuracy= 0.28000
Epoch= 2737, Minibatch Loss= 8.752695, Training Accuracy= 0.28000
Epoch= 2738, Minibatch Loss= 7.647518, Training Accuracy= 0.20000
Epoch= 2739, Minibatch Loss= 9.150559, Training Accuracy= 0.18000
Epoch= 2740, Minibatch Loss= 6.276310, Training Accuracy= 0.40000
Epoch= 2741, Minibatch Loss= 9.855987, Training Accuracy= 0.24000
Epoch= 2742, Minibatch Loss= 8.382743, Training Accuracy= 0.16000
Epoch= 2743, Minibatch Loss= 9.739102, Training Accuracy= 0.28000
Epoch= 2744, Minibatch Loss= 8.384514, Training Accuracy= 0.30000
Epoch= 2745, Minibatch Loss= 6.028990, Training Accuracy= 0.34000
Epoch= 2746, Minibatch Loss= 8.303498, Training Accuracy= 0.32000
Epoch= 2747, Minibatch Loss= 8.268800, Training Accuracy= 0.24000
Epoch= 2748, Minibatch Loss= 7.032469, Training Accuracy= 0.36000
Epoch= 2749, Minibatch Loss= 10.286211, Training Accuracy= 0.24000
Epoch= 2750, Minibatch Loss= 6.076427, Training Accuracy= 0.24000
Epoch= 2751, Minibatch Loss= 6.454616, Training Accuracy= 0.36000
Epoch= 2752, Minibatch Loss= 7.320621, Training Accuracy= 0.30000
Epoch= 2753, Minibatch Loss= 9.789030, Training Accuracy= 0.24000
Epoch= 2754, Minibatch Loss= 7.767887, Training Accuracy= 0.32000
Epoch= 2755, Minibatch Loss= 7.678061, Training Accuracy= 0.22000
Epoch= 2756, Minibatch Loss= 8.473418, Training Accuracy= 0.22000
Epoch= 2757, Minibatch Loss= 9.029844, Training Accuracy= 0.22000
Epoch= 2758, Minibatch Loss= 5.952049, Training Accuracy= 0.28000
Epoch= 2759, Minibatch Loss= 7.451333, Training Accuracy= 0.34000
Epoch= 2760, Minibatch Loss= 10.469630, Training Accuracy= 0.18000
Epoch= 2761, Minibatch Loss= 8.364765, Training Accuracy= 0.20000
Epoch= 2762, Minibatch Loss= 6.722078, Training Accuracy= 0.32000
Epoch= 2763, Minibatch Loss= 7.658899, Training Accuracy= 0.30000
Epoch= 2764, Minibatch Loss= 8.200620, Training Accuracy= 0.20000
Epoch= 2765, Minibatch Loss= 6.445330, Training Accuracy= 0.38000
Epoch= 2766, Minibatch Loss= 6.717662, Training Accuracy= 0.32000
Epoch= 2767, Minibatch Loss= 6.422864, Training Accuracy= 0.26000
Epoch= 2768, Minibatch Loss= 6.678819, Training Accuracy= 0.24000
Epoch= 2769, Minibatch Loss= 7.654367, Training Accuracy= 0.30000
Epoch= 2770, Minibatch Loss= 10.172586, Training Accuracy= 0.24000
Epoch= 2771, Minibatch Loss= 6.969338, Training Accuracy= 0.30000
Epoch= 2772, Minibatch Loss= 7.989954, Training Accuracy= 0.16000
Epoch= 2773, Minibatch Loss= 10.522931, Training Accuracy= 0.20000
Epoch= 2774, Minibatch Loss= 8.959341, Training Accuracy= 0.32000
Epoch= 2775, Minibatch Loss= 8.265803, Training Accuracy= 0.30000
Epoch= 2776, Minibatch Loss= 8.486024, Training Accuracy= 0.20000
Epoch= 2777, Minibatch Loss= 8.047914, Training Accuracy= 0.16000
Epoch= 2778, Minibatch Loss= 7.852199, Training Accuracy= 0.22000
Epoch= 2779, Minibatch Loss= 7.841396, Training Accuracy= 0.24000
Epoch= 2780, Minibatch Loss= 8.728024, Training Accuracy= 0.22000
Epoch= 2781, Minibatch Loss= 10.489069, Training Accuracy= 0.06000
Epoch= 2782, Minibatch Loss= 8.218215, Training Accuracy= 0.26000
Epoch= 2783, Minibatch Loss= 8.273598, Training Accuracy= 0.20000
Epoch= 2784, Minibatch Loss= 5.851995, Training Accuracy= 0.34000
Epoch= 2785, Minibatch Loss= 7.623687, Training Accuracy= 0.28000
Epoch= 2786, Minibatch Loss= 7.239857, Training Accuracy= 0.24000
Epoch= 2787, Minibatch Loss= 8.643353, Training Accuracy= 0.16000
Epoch= 2788, Minibatch Loss= 7.241011, Training Accuracy= 0.24000
Epoch= 2789, Minibatch Loss= 8.391631, Training Accuracy= 0.16000
Epoch= 2790, Minibatch Loss= 9.652692, Training Accuracy= 0.22000
Epoch= 2791, Minibatch Loss= 6.802335, Training Accuracy= 0.26000
Epoch= 2792, Minibatch Loss= 7.357854, Training Accuracy= 0.32000
Epoch= 2793, Minibatch Loss= 7.580741, Training Accuracy= 0.28000
Epoch= 2794, Minibatch Loss= 6.081720, Training Accuracy= 0.26000
Epoch= 2795, Minibatch Loss= 8.551669, Training Accuracy= 0.30000
Epoch= 2796, Minibatch Loss= 7.291396, Training Accuracy= 0.24000
Epoch= 2797, Minibatch Loss= 8.168662, Training Accuracy= 0.22000
Epoch= 2798, Minibatch Loss= 7.843540, Training Accuracy= 0.22000
Epoch= 2799, Minibatch Loss= 6.873012, Training Accuracy= 0.38000
Epoch= 2800, Minibatch Loss= 8.537058, Training Accuracy= 0.16000
Epoch= 2801, Minibatch Loss= 8.367910, Training Accuracy= 0.28000
Epoch= 2802, Minibatch Loss= 7.031989, Training Accuracy= 0.32000
Epoch= 2803, Minibatch Loss= 6.714306, Training Accuracy= 0.20000
Epoch= 2804, Minibatch Loss= 5.496547, Training Accuracy= 0.32000
Epoch= 2805, Minibatch Loss= 7.622388, Training Accuracy= 0.22000
Epoch= 2806, Minibatch Loss= 6.954359, Training Accuracy= 0.26000
Epoch= 2807, Minibatch Loss= 8.339851, Training Accuracy= 0.22000
Epoch= 2808, Minibatch Loss= 8.679390, Training Accuracy= 0.22000
Epoch= 2809, Minibatch Loss= 8.342510, Training Accuracy= 0.24000
Epoch= 2810, Minibatch Loss= 9.189898, Training Accuracy= 0.26000
Epoch= 2811, Minibatch Loss= 7.878196, Training Accuracy= 0.30000
Epoch= 2812, Minibatch Loss= 9.382793, Training Accuracy= 0.24000
Epoch= 2813, Minibatch Loss= 8.840612, Training Accuracy= 0.24000
Epoch= 2814, Minibatch Loss= 6.272612, Training Accuracy= 0.32000
Epoch= 2815, Minibatch Loss= 7.412046, Training Accuracy= 0.28000
Epoch= 2816, Minibatch Loss= 5.928431, Training Accuracy= 0.38000
Epoch= 2817, Minibatch Loss= 8.800717, Training Accuracy= 0.14000
Epoch= 2818, Minibatch Loss= 7.735422, Training Accuracy= 0.30000
Epoch= 2819, Minibatch Loss= 7.376530, Training Accuracy= 0.22000
Epoch= 2820, Minibatch Loss= 8.058973, Training Accuracy= 0.30000
Epoch= 2821, Minibatch Loss= 8.808835, Training Accuracy= 0.22000
Epoch= 2822, Minibatch Loss= 7.850253, Training Accuracy= 0.24000
Epoch= 2823, Minibatch Loss= 7.538476, Training Accuracy= 0.26000
Epoch= 2824, Minibatch Loss= 6.333093, Training Accuracy= 0.24000
Epoch= 2825, Minibatch Loss= 6.906183, Training Accuracy= 0.34000
Epoch= 2826, Minibatch Loss= 7.570773, Training Accuracy= 0.20000
Epoch= 2827, Minibatch Loss= 8.665254, Training Accuracy= 0.28000
Epoch= 2828, Minibatch Loss= 7.542307, Training Accuracy= 0.20000
Epoch= 2829, Minibatch Loss= 7.735353, Training Accuracy= 0.16000
Epoch= 2830, Minibatch Loss= 7.710215, Training Accuracy= 0.24000
Epoch= 2831, Minibatch Loss= 9.624537, Training Accuracy= 0.18000
Epoch= 2832, Minibatch Loss= 9.605312, Training Accuracy= 0.14000
Epoch= 2833, Minibatch Loss= 8.295141, Training Accuracy= 0.26000
Epoch= 2834, Minibatch Loss= 9.069952, Training Accuracy= 0.14000
Epoch= 2835, Minibatch Loss= 8.185987, Training Accuracy= 0.26000
Epoch= 2836, Minibatch Loss= 6.202609, Training Accuracy= 0.34000
Epoch= 2837, Minibatch Loss= 8.437489, Training Accuracy= 0.20000
Epoch= 2838, Minibatch Loss= 7.627823, Training Accuracy= 0.24000
Epoch= 2839, Minibatch Loss= 6.173063, Training Accuracy= 0.26000
Epoch= 2840, Minibatch Loss= 9.231619, Training Accuracy= 0.20000
Epoch= 2841, Minibatch Loss= 6.829398, Training Accuracy= 0.26000
Epoch= 2842, Minibatch Loss= 7.677131, Training Accuracy= 0.22000
Epoch= 2843, Minibatch Loss= 6.999735, Training Accuracy= 0.24000
Epoch= 2844, Minibatch Loss= 7.545928, Training Accuracy= 0.32000
Epoch= 2845, Minibatch Loss= 8.653267, Training Accuracy= 0.18000
Epoch= 2846, Minibatch Loss= 10.406580, Training Accuracy= 0.14000
Epoch= 2847, Minibatch Loss= 7.979486, Training Accuracy= 0.22000
Epoch= 2848, Minibatch Loss= 6.435044, Training Accuracy= 0.24000
Epoch= 2849, Minibatch Loss= 6.489951, Training Accuracy= 0.30000
Epoch= 2850, Minibatch Loss= 5.740441, Training Accuracy= 0.26000
Epoch= 2851, Minibatch Loss= 6.040643, Training Accuracy= 0.42000
Epoch= 2852, Minibatch Loss= 7.497644, Training Accuracy= 0.24000
Epoch= 2853, Minibatch Loss= 6.860356, Training Accuracy= 0.38000
Epoch= 2854, Minibatch Loss= 6.725471, Training Accuracy= 0.36000
Epoch= 2855, Minibatch Loss= 8.878256, Training Accuracy= 0.20000
Epoch= 2856, Minibatch Loss= 8.389153, Training Accuracy= 0.34000
Epoch= 2857, Minibatch Loss= 7.295115, Training Accuracy= 0.24000
Epoch= 2858, Minibatch Loss= 8.672744, Training Accuracy= 0.16000
Epoch= 2859, Minibatch Loss= 8.170808, Training Accuracy= 0.24000
Epoch= 2860, Minibatch Loss= 7.750009, Training Accuracy= 0.28000
Epoch= 2861, Minibatch Loss= 7.668495, Training Accuracy= 0.32000
Epoch= 2862, Minibatch Loss= 7.754602, Training Accuracy= 0.34000
Epoch= 2863, Minibatch Loss= 7.852674, Training Accuracy= 0.32000
Epoch= 2864, Minibatch Loss= 7.737324, Training Accuracy= 0.28000
Epoch= 2865, Minibatch Loss= 7.042980, Training Accuracy= 0.30000
Epoch= 2866, Minibatch Loss= 8.837929, Training Accuracy= 0.20000
Epoch= 2867, Minibatch Loss= 6.196606, Training Accuracy= 0.32000
Epoch= 2868, Minibatch Loss= 8.564119, Training Accuracy= 0.22000
Epoch= 2869, Minibatch Loss= 8.757746, Training Accuracy= 0.20000
Epoch= 2870, Minibatch Loss= 9.160465, Training Accuracy= 0.28000
Epoch= 2871, Minibatch Loss= 8.459016, Training Accuracy= 0.18000
Epoch= 2872, Minibatch Loss= 7.093904, Training Accuracy= 0.16000
Epoch= 2873, Minibatch Loss= 8.305677, Training Accuracy= 0.20000
Epoch= 2874, Minibatch Loss= 7.919968, Training Accuracy= 0.26000
Epoch= 2875, Minibatch Loss= 6.465969, Training Accuracy= 0.26000
Epoch= 2876, Minibatch Loss= 8.725492, Training Accuracy= 0.14000
Epoch= 2877, Minibatch Loss= 7.133928, Training Accuracy= 0.22000
